week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,runtime,weekly_views,cumulative_weeks_in_top_10,is_staggered_launch,episode_launch_details,gender
2024-02-18,TV (Non-English),7,Baby Bandito,Baby Bandito: Season 1,9400000,5.1833,1800000.0,3,False,,"Action, Crime, Drama"
2024-02-18,TV (Non-English),8,Luz: The Light of the Heart,Luz: The Light of the Heart: Season 1,16300000,11.3833,1400000.0,1,False,,"Adventure, Comedy, Family"
2024-02-18,TV (Non-English),9,Raël: The Alien Prophet,Raël: The Alien Prophet: Limited Series,4000000,3.0333,1300000.0,2,False,,Documentary
2024-02-18,TV (Non-English),10,Captivating the King,Captivating the King: Limited Series,15800000,0.0,1300000.0,4,True,"[{""episodesLaunched"":6,""countryList"":[""UY"",""MX"",""BO"",""CU"",""GT"",""PR"",""AR"",""PE"",""NI"",""GQ"",""PA"",""HN"",""PY"",""SV"",""CR"",""EC"",""DO"",""CO"",""BR"",""VE"",""BZ"",""CL""]},{""episodesLaunched"":12,""countryList"":[""MP"",""IT"",""NE"",""CG"",""TD"",""GD"",""MY"",""AW"",""KZ"",""NU"",""SD"",""EH"",""SN"",""GA"",""SI"",""GL"",""BY"",""FJ"",""SX"",""GH"",""CD"",""SS"",""KM"",""CM"",""BA"",""KN"",""JE"",""MU"",""BG"",""KI"",""MR"",""CY"",""GW"",""VC"",""NG"",""GR"",""LA"",""OM"",""BM"",""HK"",""KR"",""SK"",""HR"",""CK"",""MN"",""FO"",""NC"",""TL"",""AS"",""LT"",""BJ"",""IQ"",""GF"",""SH"",""DK"",""TC"",""LV"",""BB"",""VN"",""GI"",""LI"",""TM"",""PN"",""SE"",""CX"",""FR"",""VA"",""ML"",""SM"",""CA"",""IS"",""NA"",""MV"",""IO"",""PL"",""GN"",""MS"",""LK"",""TN"",""ZW"",""MQ"",""UA"",""UG"",""AL"",""KH"",""PK"",""DE"",""RW"",""IR"",""MT"",""EG"",""MZ"",""ER"",""ST"",""AI"",""MH"",""ZM"",""EE"",""BD"",""VI"",""KE"",""SR"",""AF"",""MD"",""NP"",""UZ"",""CI"",""IN"",""MF"",""GP"",""ES"",""WS"",""SL"",""NF"",""JM"",""JP"",""FK"",""HU"",""TJ"",""HT"",""KG"",""CF"",""BH"",""LY"",""BT"",""JO"",""ZA"",""YT"",""SZ"",""NR"",""AQ"",""AT"",""GE"",""RE"",""LS"",""BW"",""CC"",""TR"",""BE"",""TH"",""RS"",""PS"",""LC"",""GS"",""SC"",""PT"",""KY"",""BS"",""PG"",""PH"",""SB"",""CZ"",""ID"",""MM"",""MA"",""CH"",""GU"",""NZ"",""SO"",""TG"",""AU"",""BF"",""MO"",""KW"",""BI"",""MC"",""TZ"",""LU"",""TV"",""SG"",""CW"",""AE"",""PM"",""VG"",""NL"",""TO"",""GG"",""PF"",""MG"",""RU"",""YE"",""LB"",""TW"",""DM"",""ET"",""AG"",""QA"",""GM"",""IL"",""US"",""AD"",""GY"",""IE"",""TK"",""BL"",""BN"",""CV"",""AM"",""MW"",""NO"",""PW"",""AZ"",""MK"",""SA"",""AO"",""UM"",""RO"",""HM"",""IM"",""BQ"",""ME"",""FI"",""FM"",""DZ"",""GB"",""TT"",""VU"",""LR"",""DJ"",""WF""]}]","Drama, History, Romance"
2024-02-11,Films (English),1,Despicable Me 3,,23900000,1.5,15900000.0,1,False,,"Animation, Adventure, Comedy"
2024-02-11,Films (English),2,Orion and the Dark,,19700000,1.55,12700000.0,2,False,,"Animation, Adventure, Comedy"
2024-02-11,Films (English),3,"Lover, Stalker, Killer",,15100000,1.5167,10000000.0,1,False,,"Documentary, Crime"
2024-02-11,Films (English),4,Minions,,14500000,1.5167,9600000.0,4,False,,"Animation, Adventure, Comedy"
2024-02-11,Films (English),5,Despicable Me 2,,14800000,1.6333,9100000.0,12,False,,"Animation, Adventure, Comedy"
2024-02-11,Films (English),6,Despicable Me,,11600000,1.5833,7300000.0,5,False,,"Animation, Adventure, Comedy"
2024-02-11,Films (English),7,American Assassin,,11400000,1.8667,6100000.0,2,False,,"Action, Thriller"
2024-02-11,Films (English),8,The Greatest Night in Pop,,8300000,1.6167,5100000.0,2,False,,"Documentary, Music"
2024-02-11,Films (English),9,The Devil Wears Prada,,7800000,1.8167,4300000.0,1,False,,"Comedy, Drama"
2024-02-11,Films (English),10,Lift,,6800000,1.7833,3800000.0,5,False,,"Action, Comedy, Crime"
2024-02-11,Films (Non-English),1,Badland Hunters,,11100000,1.8167,6100000.0,3,False,,"Action, Adventure, Drama"
2024-02-11,Films (Non-English),2,Ashes,,8000000,1.6833,4800000.0,1,False,,"Drama, Romance"
2024-02-11,Films (Non-English),3,Society of the Snow,,9900000,2.4333,4100000.0,6,False,,"Adventure, Biography, Drama"
2024-02-11,Films (Non-English),4,WILL,,4900000,1.9,2600000.0,2,False,,"Adventure, Drama, Family"
2024-02-11,Films (Non-English),5,Bhakshak,,5500000,2.25,2400000.0,1,False,,"Crime, Drama"
2024-02-11,Films (Non-English),6,Guntur Kaaram,,5300000,2.6,2000000.0,1,False,,"Action, Drama"
2024-02-11,Films (Non-English),7,"Twenty-Something, Divorced and Fabulous",,3000000,1.5833,1900000.0,2,False,,Comedy
2024-02-11,Films (Non-English),8,Animal,,6300000,3.35,1900000.0,3,False,,"Action, Crime, Drama"
2024-02-11,Films (Non-English),9,Sixty Minutes,,2400000,1.5,1600000.0,4,False,,"Action, Adventure, Drama"
2024-02-11,Films (Non-English),10,Guntur Kaaram (Hindi),,2800000,2.6,1100000.0,1,False,,Drama
2024-02-11,TV (English),1,Griselda,Griselda: Limited Series,56900000,5.5333,10300000.0,3,False,,"Biography, Crime, Drama"
2024-02-11,TV (English),2,The Tourist,The Tourist: Season 1,38700000,5.7,6800000.0,2,False,,"Action, Thriller"
2024-02-11,TV (English),3,One Day,One Day: Limited Series,35200000,6.6667,5300000.0,1,False,,"Drama, Romance"
2024-02-11,TV (English),4,Alexander: The Making of a God,Alexander: The Making of a God: Season 1,13700000,3.9167,3500000.0,2,False,,"Documentary, Drama, History"
2024-02-11,TV (English),5,Fool Me Once,Fool Me Once: Limited Series,21100000,6.4167,3300000.0,6,False,,"Crime, Drama, Mystery"
2024-02-11,TV (English),6,American Nightmare,American Nightmare: Season 1,6700000,2.25,3000000.0,4,False,,"Documentary, Crime, Mystery"
2024-02-11,TV (English),7,"House, M.D.","House, M.D.: Season 1",36500000,16.0,2300000.0,1,False,,"Documentary, Short"
2024-02-11,TV (English),8,Regular Show,Regular Show: Season 1,3600000,0.0,1600000.0,1,True,"[{""episodesLaunched"":10,""countryList"":[""JE"",""GG"",""IE"",""IM"",""GB""]},{""episodesLaunched"":12,""countryList"":[""RO"",""IQ"",""MT"",""PL"",""JP"",""FI"",""VG"",""GY"",""PE"",""MG"",""KR"",""AL"",""BA"",""BG"",""IS"",""DO"",""YE"",""FO"",""HK"",""LR"",""MC"",""PF"",""ES"",""EE"",""MY"",""BL"",""BR"",""PS"",""AF"",""ME"",""AT"",""SL"",""CD"",""AO"",""PM"",""AR"",""GH"",""CM"",""LI"",""MR"",""HR"",""CG"",""NA"",""CO"",""MO"",""SB"",""SK"",""VA"",""LV"",""TC"",""GN"",""NG"",""TN"",""CV"",""BB"",""NI"",""BJ"",""CI"",""ET"",""TL"",""BD"",""TR"",""CF"",""BM"",""NU"",""TG"",""SO"",""KE"",""RE"",""SV"",""TO"",""MK"",""EC"",""PK"",""BF"",""MH"",""GD"",""GM"",""KY"",""MU"",""SZ"",""NR"",""SE"",""MD"",""SM"",""AI"",""MA"",""GA"",""LY"",""MX"",""SA"",""LC"",""SR"",""KM"",""SN"",""SG"",""KW"",""IL"",""KN"",""BT"",""MW"",""FM"",""ID"",""MF"",""CL"",""TZ"",""DE"",""CU"",""EG"",""CH"",""BN"",""NC"",""SX"",""DJ"",""TK"",""GF"",""RS"",""LB"",""LA"",""PT"",""ML"",""AD"",""ZM"",""PH"",""AG"",""LS"",""SS"",""ER"",""OM"",""PW"",""BE"",""UG"",""GW"",""ZW"",""NP"",""GL"",""IT"",""NE"",""HT"",""LK"",""CR"",""TH"",""PG"",""ST"",""AW"",""DM"",""QA"",""PY"",""BZ"",""NO"",""BQ"",""JO"",""TT"",""GP"",""HU"",""VE"",""KI"",""CK"",""VN"",""WS"",""DK"",""MN"",""LT"",""YT"",""MM"",""MQ"",""FR"",""NZ"",""KH"",""HN"",""SH"",""SC"",""JM"",""TV"",""VU"",""SI"",""TW"",""ZA"",""VC"",""CW"",""BH"",""LU"",""MZ"",""FJ"",""GT"",""CZ"",""TD"",""GQ"",""IN"",""BS"",""NL"",""MV"",""WF"",""BO"",""AN"",""AE"",""CY"",""BI"",""GR"",""PA"",""DZ"",""UY"",""US"",""BW"",""MS"",""RW""]}]","Animation, Action, Adventure"
2024-02-11,TV (English),9,Young Sheldon,Young Sheldon: Season 6,10800000,7.1333,1500000.0,2,False,,Comedy
2024-02-11,TV (English),10,Love on the Spectrum,Love on the Spectrum: Season 2,6400000,5.15,1200000.0,3,False,,"Documentary, Reality-TV, Romance"
2024-02-11,TV (Non-English),1,Baby Bandito,Baby Bandito: Season 1,17000000,5.1833,3300000.0,2,False,,"Action, Crime, Drama"
2024-02-11,TV (Non-English),2,A Killer Paradox,A Killer Paradox: Season 1,21900000,7.1667,3100000.0,1,False,,"Comedy, Crime, Thriller"
2024-02-11,TV (Non-English),3,Doctor Slump,Doctor Slump: Limited Series,12900000,0.0,2200000.0,3,True,"[{""episodesLaunched"":6,""countryList"":[""SH"",""MT"",""RO"",""BJ"",""AD"",""BG"",""BF"",""RE"",""FR"",""ET"",""BI"",""SM"",""HT"",""BA"",""GM"",""SO"",""TZ"",""CF"",""CG"",""LR"",""UZ"",""RS"",""CH"",""AG"",""KZ"",""PT"",""AF"",""DJ"",""KY"",""JE"",""LS"",""TN"",""SE"",""ES"",""HM"",""UA"",""MF"",""KW"",""GH"",""KM"",""AI"",""SC"",""CY"",""CV"",""IT"",""GS"",""BS"",""NA"",""MD"",""GL"",""SX"",""CA"",""TT"",""ZA"",""MZ"",""BL"",""EH"",""LC"",""LY"",""TM"",""YT"",""MA"",""OM"",""SL"",""GU"",""VG"",""JM"",""AW"",""CD"",""TC"",""BB"",""GF"",""PM"",""GN"",""PS"",""AO"",""EE"",""FM"",""GB"",""NG"",""AS"",""RW"",""GA"",""FO"",""VC"",""PK"",""MQ"",""GY"",""BH"",""MH"",""TR"",""ZM"",""ER"",""LV"",""FI"",""AL"",""NE"",""CI"",""VA"",""TD"",""AT"",""GR"",""CW"",""MG"",""ZW"",""SK"",""LI"",""DK"",""BW"",""MW"",""BY"",""KG"",""DM"",""PW"",""KE"",""TJ"",""IR"",""PL"",""VI"",""MS"",""AZ"",""BQ"",""KN"",""IS"",""CM"",""CZ"",""YE"",""US"",""AM"",""MC"",""SZ"",""ME"",""SR"",""AQ"",""GW"",""GG"",""RU"",""SN"",""EG"",""UG"",""IO"",""DZ"",""TG"",""GI"",""GP"",""BE"",""IQ"",""MK"",""BM"",""HU"",""NO"",""SA"",""ST"",""SI"",""IE"",""AE"",""FK"",""JO"",""SS"",""MP"",""MR"",""LU"",""QA"",""GD"",""LT"",""DE"",""GE"",""HR"",""MU"",""SD"",""IL"",""IM"",""ML"",""NL"",""LB""]},{""episodesLaunched"":5,""countryList"":[""MM"",""TW"",""CC"",""SG"",""VN"",""BT"",""PH"",""JP"",""FJ"",""NP"",""ID"",""MO"",""BD"",""NZ"",""KH"",""LK"",""CK"",""NR"",""TV"",""CX"",""TH"",""NF"",""SB"",""MN"",""WS"",""BN"",""MV"",""UM"",""WF"",""TL"",""HK"",""IN"",""MY"",""PN"",""TO"",""KR"",""PG"",""NU"",""AU"",""VU"",""PF"",""LA"",""KI"",""TK"",""NC""]}]","Comedy, Drama, Romance"
2024-02-11,TV (Non-English),4,Raël: The Alien Prophet,Raël: The Alien Prophet: Limited Series,6200000,3.0333,2000000.0,1,False,,Documentary
2024-02-11,TV (Non-English),5,The Seven Deadly Sins: Four Knights of the Apocalypse,The Seven Deadly Sins: Four Knights of the Apocalypse: Season 1,8800000,0.0,1900000.0,2,True,"[{""episodesLaunched"":17,""countryList"":[""JP""]},{""episodesLaunched"":11,""countryList"":[""PE"",""DJ"",""BD"",""IT"",""BW"",""LA"",""TZ"",""AM"",""FM"",""SM"",""TV"",""PG"",""PF"",""MD"",""KR"",""MX"",""TL"",""IS"",""CI"",""MG"",""CV"",""NZ"",""LB"",""UG"",""MP"",""CD"",""JO"",""MQ"",""CY"",""EE"",""SS"",""PS"",""VC"",""AE"",""AZ"",""FK"",""DE"",""RO"",""GG"",""SB"",""SN"",""NG"",""MA"",""LS"",""TD"",""VG"",""LC"",""LY"",""VA"",""OM"",""HU"",""SO"",""SV"",""UZ"",""QA"",""VU"",""BL"",""FJ"",""MO"",""MH"",""WF"",""MY"",""AG"",""UM"",""JE"",""ID"",""VI"",""BT"",""BG"",""LT"",""KG"",""GY"",""AU"",""GD"",""MF"",""BQ"",""CA"",""PA"",""GW"",""MK"",""ML"",""ZA"",""UA"",""NO"",""HT"",""PW"",""NP"",""IL"",""DO"",""SG"",""IN"",""HN"",""AF"",""TH"",""MM"",""SA"",""MN"",""MR"",""MS"",""EH"",""AQ"",""DZ"",""WS"",""PM"",""NR"",""ZW"",""MC"",""PH"",""GL"",""UY"",""LK"",""NA"",""ME"",""KN"",""AO"",""NU"",""IO"",""GA"",""CR"",""EG"",""RS"",""SC"",""KW"",""JM"",""CO"",""MZ"",""PL"",""BB"",""BH"",""SL"",""HK"",""CF"",""RU"",""DK"",""ER"",""NF"",""VE"",""GI"",""LR"",""BR"",""SD"",""GR"",""FR"",""NL"",""ZM"",""AL"",""BF"",""NC"",""SR"",""BO"",""CX"",""GB"",""SH"",""SE"",""YE"",""GF"",""BS"",""TR"",""HM"",""DM"",""MU"",""TK"",""SI"",""AT"",""SX"",""CK"",""GP"",""VN"",""BI"",""RW"",""GT"",""MT"",""MV"",""RE"",""YT"",""GU"",""PR"",""TW"",""AI"",""NI"",""GQ"",""AD"",""BY"",""FI"",""IQ"",""SK"",""TN"",""KH"",""BM"",""KY"",""PT"",""BN"",""TO"",""TM"",""CU"",""PY"",""GM"",""TT"",""AS"",""IM"",""CW"",""PK"",""CC"",""FO"",""AR"",""GN"",""IE"",""US"",""IR"",""NE"",""KZ"",""EC"",""TG"",""SZ"",""TJ"",""GE"",""KM"",""ES"",""BE"",""MW"",""ET"",""HR"",""GS"",""CG"",""LV"",""TC"",""LU"",""BA"",""CH"",""KE"",""BZ"",""CZ"",""KI"",""CL"",""CM"",""BJ"",""AW"",""PN"",""LI"",""ST"",""GH""]}]","Animation, Action, Adventure"
2024-02-11,TV (Non-English),6,Captivating the King,Captivating the King: Limited Series,12600000,0.0,1400000.0,3,True,"[{""episodesLaunched"":9,""countryList"":[""HK"",""TO"",""NF"",""SG"",""CX"",""CC"",""NP"",""AU"",""IN"",""UM"",""ID"",""LA"",""LK"",""WS"",""TK"",""VN"",""JP"",""BT"",""FJ"",""TH"",""WF"",""MO"",""CK"",""MN"",""MV"",""VU"",""NZ"",""PF"",""PN"",""SB"",""KH"",""MY"",""NR"",""MM"",""NC"",""TV"",""TW"",""BN"",""KI"",""BD"",""TL"",""NU"",""KR"",""PG"",""PH""]},{""episodesLaunched"":4,""countryList"":[""BR"",""GQ"",""CO"",""UY"",""SV"",""DO"",""EC"",""PE"",""PR"",""CR"",""BZ"",""VE"",""NI"",""GT"",""PA"",""MX"",""BO"",""CL"",""AR"",""HN"",""CU"",""PY""]},{""episodesLaunched"":10,""countryList"":[""RE"",""MC"",""LB"",""BL"",""BJ"",""GU"",""RU"",""YE"",""IO"",""PL"",""AI"",""MH"",""MF"",""VG"",""GF"",""HT"",""SO"",""KZ"",""PS"",""PT"",""TM"",""GR"",""OM"",""EE"",""PM"",""MQ"",""DM"",""ET"",""FK"",""HU"",""TJ"",""GL"",""VI"",""LU"",""UG"",""LS"",""QA"",""RO"",""SH"",""TT"",""HR"",""TC"",""KM"",""EG"",""GE"",""MD"",""MW"",""NO"",""PW"",""ER"",""ST"",""SZ"",""IM"",""BE"",""IT"",""ML"",""BS"",""IE"",""MR"",""DJ"",""BY"",""BB"",""AE"",""TR"",""DE"",""RW"",""NA"",""GA"",""CM"",""AQ"",""AT"",""AM"",""CY"",""GW"",""VC"",""JO"",""ZA"",""LY"",""UZ"",""ZW"",""MA"",""NE"",""KN"",""TD"",""MP"",""UA"",""SC"",""BQ"",""KY"",""GD"",""BI"",""SD"",""CD"",""SS"",""GM"",""IL"",""HM"",""BA"",""ZM"",""BW"",""SI"",""CH"",""ME"",""CZ"",""AS"",""LT"",""AF"",""CI"",""SE"",""SA"",""MG"",""FI"",""FM"",""JM"",""CA"",""SM"",""FR"",""VA"",""AG"",""TG"",""RS"",""SK"",""BM"",""CF"",""KG"",""CG"",""MS"",""NL"",""TN"",""LV"",""CW"",""GS"",""SX"",""KE"",""YT"",""GI"",""NG"",""GG"",""BH"",""BG"",""ES"",""LR"",""AW"",""FO"",""LC"",""GP"",""EH"",""SN"",""DK"",""BF"",""IR"",""MT"",""GY"",""AL"",""PK"",""SR"",""KW"",""MK"",""SL"",""AZ"",""GN"",""CV"",""IQ"",""AO"",""DZ"",""GB"",""LI"",""JE"",""MU"",""GH"",""AD"",""IS"",""TZ"",""MZ"",""US""]}]","Drama, History, Romance"
2024-02-11,TV (Non-English),7,Berlin,Berlin: Season 1,7900000,6.5667,1200000.0,7,False,,"Action, Crime, Drama"
2024-02-11,TV (Non-English),8,Mighty Bheem's Playtime,Mighty Bheem's Playtime: Season 1,2800000,2.5167,1100000.0,2,False,,"Animation, Short, Adventure"
2024-02-11,TV (Non-English),9,Delicious in Dungeon,Delicious in Dungeon: Season 1,2800000,2.55,1100000.0,5,False,,"Animation, Adventure, Comedy"
2024-02-11,TV (Non-English),10,Alpha Males,Alpha Males: Season 2,5600000,5.95,900000.0,1,False,,Comedy
2024-02-04,Films (English),1,The Greatest Night in Pop,,19200000,1.6167,11900000.0,1,False,,"Documentary, Music"
2024-02-04,Films (English),2,Orion and the Dark,,15500000,1.55,10000000.0,1,False,,"Animation, Adventure, Comedy"
2024-02-04,Films (English),3,Lift,,14700000,1.7833,8200000.0,4,False,,"Action, Comedy, Crime"
2024-02-04,Films (English),4,Deep Fear,,10800000,1.4167,7600000.0,2,False,,"Action, Horror, Thriller"
2024-02-04,Films (English),5,The Postcard Killings,,8500000,1.7333,4900000.0,1,False,,"Crime, Drama, Mystery"
2024-02-04,Films (English),6,Minions,,6100000,1.5167,4000000.0,3,False,,"Animation, Adventure, Comedy"
2024-02-04,Films (English),7,The Vow,,6600000,1.7333,3800000.0,1,False,,"Drama, Romance"
2024-02-04,Films (English),8,The Super Mario Bros. Movie,,5300000,1.5333,3500000.0,10,False,,"Animation, Adventure, Comedy"
2024-02-04,Films (English),9,Fury,,7300000,2.2333,3300000.0,1,False,,"Action, Drama, War"
2024-02-04,Films (English),10,The Hill,,6800000,2.1167,3200000.0,2,False,,"Drama, War"
2024-02-04,Films (Non-English),1,Badland Hunters,,32900000,1.8167,18100000.0,2,False,,"Action, Adventure, Drama"
2024-02-04,Films (Non-English),2,Society of the Snow,,16900000,2.4333,6900000.0,5,False,,"Adventure, Biography, Drama"
2024-02-04,Films (Non-English),3,Animal,,18500000,3.35,5500000.0,2,False,,"Action, Crime, Drama"
2024-02-04,Films (Non-English),4,Sixty Minutes,,7400000,1.5,4900000.0,3,False,,"Action, Adventure, Drama"
2024-02-04,Films (Non-English),5,WILL,,6400000,1.9,3400000.0,1,False,,"Adventure, Drama, Family"
2024-02-04,Films (Non-English),6,"Twenty-Something, Divorced and Fabulous",,5000000,1.5833,3200000.0,1,False,,Comedy
2024-02-04,Films (Non-English),7,From the Ashes,,3700000,1.5333,2400000.0,3,False,,"Drama, Thriller"
2024-02-04,Films (Non-English),8,The Beast,,1600000,1.6667,1000000.0,1,False,,"Drama, Fantasy, Horror"
2024-02-04,Films (Non-English),9,Instant Daddy,,1500000,1.8833,800000.0,1,False,,"Comedy, Drama"
2024-02-04,Films (Non-English),10,Nowhere,,1300000,1.8167,700000.0,15,False,,"Drama, Thriller"
2024-02-04,TV (English),1,Griselda,Griselda: Limited Series,114100000,5.5333,20600000.0,2,False,,"Biography, Crime, Drama"
2024-02-04,TV (English),2,Alexander: The Making of a God,Alexander: The Making of a God: Season 1,27700000,3.9167,7100000.0,1,False,,"Documentary, Drama, History"
2024-02-04,TV (English),3,American Nightmare,American Nightmare: Season 1,12600000,2.25,5600000.0,3,False,,"Documentary, Crime, Mystery"
2024-02-04,TV (English),4,Fool Me Once,Fool Me Once: Limited Series,33000000,6.4167,5100000.0,5,False,,"Crime, Drama, Mystery"
2024-02-04,TV (English),5,Love on the Spectrum,Love on the Spectrum: Season 2,11800000,5.15,2300000.0,2,False,,"Documentary, Reality-TV, Romance"
2024-02-04,TV (English),6,The Tourist,The Tourist: Season 1,11400000,5.7,2000000.0,1,False,,"Action, Thriller"
2024-02-04,TV (English),7,The Brothers Sun,The Brothers Sun: Season 1,11500000,7.3333,1600000.0,5,False,,"Action, Comedy, Drama"
2024-02-04,TV (English),8,Yellowstone,Yellowstone: Season 1,11100000,7.5333,1500000.0,3,False,,"Drama, Western"
2024-02-04,TV (English),9,NASCAR: Full Speed,NASCAR: Full Speed: Season 1,5700000,3.9167,1500000.0,1,False,,"Documentary, Sport"
2024-02-04,TV (English),10,Young Sheldon,Young Sheldon: Season 6,9500000,7.1333,1300000.0,1,False,,Comedy
2024-02-04,TV (Non-English),1,Doctor Slump,Doctor Slump: Limited Series,10200000,0.0,2900000.0,2,True,"[{""episodesLaunched"":3,""countryList"":[""NP"",""WF"",""UM"",""LA"",""HK"",""NF"",""PH"",""CK"",""BD"",""NR"",""JP"",""TH"",""MO"",""FJ"",""TK"",""KR"",""PG"",""WS"",""LK"",""VN"",""IN"",""TW"",""PF"",""NU"",""TO"",""TL"",""VU"",""PN"",""MN"",""BN"",""NC"",""KH"",""AU"",""KI"",""MM"",""TV"",""MY"",""ID"",""BT"",""SB"",""CX"",""CC"",""SG"",""MV"",""NZ""]},{""episodesLaunched"":4,""countryList"":[""IR"",""MG"",""ZW"",""AE"",""CI"",""VA"",""BG"",""KE"",""SL"",""CH"",""GW"",""FO"",""GD"",""CY"",""US"",""ER"",""BA"",""GM"",""MS"",""GU"",""HT"",""RO"",""SO"",""NL"",""CA"",""UA"",""CW"",""LB"",""IO"",""LC"",""LY"",""FK"",""AW"",""NA"",""AG"",""FI"",""YT"",""GR"",""MZ"",""AZ"",""BQ"",""VG"",""CD"",""JO"",""SS"",""MT"",""PL"",""ML"",""ME"",""SR"",""AQ"",""MA"",""AO"",""EE"",""GG"",""RU"",""SN"",""CM"",""BE"",""DK"",""KN"",""CV"",""IT"",""MK"",""MC"",""SZ"",""BL"",""EH"",""AT"",""TJ"",""KW"",""SK"",""BY"",""KG"",""KY"",""JM"",""AD"",""GB"",""BB"",""CZ"",""AF"",""DJ"",""MR"",""AI"",""SC"",""KZ"",""GH"",""KM"",""IS"",""GP"",""MD"",""BW"",""IQ"",""UG"",""GA"",""IL"",""AM"",""SM"",""DZ"",""IE"",""ES"",""HM"",""ET"",""RS"",""TD"",""GN"",""PS"",""IM"",""OM"",""LV"",""LS"",""MF"",""FM"",""UZ"",""ZA"",""RW"",""TZ"",""GY"",""TM"",""ST"",""VI"",""MW"",""MP"",""SD"",""SI"",""AL"",""JE"",""ZM"",""BJ"",""GF"",""SA"",""SH"",""PT"",""BS"",""LI"",""BM"",""HU"",""NO"",""HR"",""MU"",""TG"",""SE"",""MQ"",""YE"",""VC"",""EG"",""AS"",""TC"",""LR"",""TN"",""GE"",""NG"",""PM"",""SX"",""FR"",""CF"",""CG"",""NE"",""BF"",""RE"",""LT"",""BI"",""GS"",""DE"",""PW"",""TT"",""MH"",""TR"",""GI"",""DM"",""LU"",""QA"",""GL"",""PK"",""BH""]}]","Comedy, Drama, Romance"
2024-02-04,TV (Non-English),2,Baby Bandito,Baby Bandito: Season 1,10300000,5.1833,2000000.0,1,False,,"Action, Crime, Drama"
2024-02-04,TV (Non-English),3,The Seven Deadly Sins: Four Knights of the Apocalypse,The Seven Deadly Sins: Four Knights of the Apocalypse: Season 1,8900000,0.0,1900000.0,1,True,"[{""episodesLaunched"":11,""countryList"":[""ET"",""HR"",""HM"",""BS"",""TR"",""AT"",""TO"",""PM"",""BR"",""PN"",""AM"",""AW"",""SI"",""FK"",""DZ"",""ES"",""CK"",""GP"",""PG"",""MC"",""JM"",""IN"",""AO"",""NU"",""BN"",""AZ"",""KZ"",""SG"",""TV"",""BD"",""CL"",""CM"",""KI"",""DK"",""SV"",""NF"",""GR"",""BA"",""EH"",""NA"",""KR"",""HU"",""ZA"",""HT"",""ID"",""TT"",""GF"",""CF"",""AG"",""UM"",""TK"",""PE"",""TZ"",""BQ"",""CA"",""FM"",""SM"",""CW"",""PK"",""PH"",""MD"",""BF"",""NC"",""MY"",""GU"",""GD"",""MF"",""MU"",""SO"",""KG"",""KM"",""IS"",""CR"",""EG"",""JE"",""SH"",""DM"",""MG"",""NG"",""SN"",""TN"",""PT"",""EC"",""TG"",""SB"",""HK"",""LB"",""WS"",""NL"",""GI"",""DO"",""AR"",""GS"",""VA"",""MN"",""MR"",""MS"",""MA"",""RS"",""AD"",""BY"",""FI"",""GQ"",""MM"",""SA"",""ZM"",""MQ"",""GH"",""LY"",""BI"",""UY"",""GM"",""PR"",""MX"",""KW"",""CY"",""GL"",""LU"",""KY"",""BB"",""TM"",""HN"",""ME"",""QA"",""VU"",""MZ"",""PL"",""CO"",""SS"",""MP"",""TC"",""AE"",""RU"",""IO"",""LC"",""OM"",""YT"",""NR"",""ZW"",""MV"",""IT"",""NI"",""LR"",""CV"",""NZ"",""AS"",""IM"",""SC"",""IL"",""LT"",""US"",""BL"",""FJ"",""BM"",""VN"",""GT"",""MT"",""MH"",""WF"",""BJ"",""AU"",""SR"",""VG"",""BO"",""CX"",""GB"",""FR"",""SZ"",""TJ"",""AI"",""AQ"",""LI"",""ST"",""BW"",""LA"",""DE"",""RO"",""SX"",""TW"",""BG"",""BH"",""KE"",""BZ"",""SL"",""ER"",""BE"",""MW"",""RW"",""PW"",""AF"",""TH"",""KN"",""CU"",""PY"",""GG"",""SE"",""EE"",""NP"",""SD"",""CH"",""CZ"",""GA"",""CG"",""LV"",""CC"",""FO"",""GE"",""UG"",""VI"",""LK"",""AL"",""UA"",""GW"",""MK"",""CI"",""IQ"",""SK"",""LS"",""TD"",""CD"",""JO"",""IR"",""NE"",""BT"",""YE"",""GN"",""IE"",""GY"",""MO"",""DJ"",""KH"",""PS"",""VC"",""UZ"",""RE"",""ML"",""TL"",""VE"",""NO"",""PF"",""PA""]},{""episodesLaunched"":16,""countryList"":[""JP""]}]","Animation, Action, Adventure"
2024-02-04,TV (Non-English),4,Berlin,Berlin: Season 1,11800000,6.5667,1800000.0,6,False,,"Action, Crime, Drama"
2024-02-04,TV (Non-English),5,Mighty Bheem's Playtime,Mighty Bheem's Playtime: Season 1,3900000,2.5167,1500000.0,1,False,,"Animation, Short, Adventure"
