semana,categoria,rank_semanal,titulo,horas_semanais_visualizadas,semanas_acumuladas_top_10,lançamento_escalonado,genero,ano,mes
2023-01-08,TV (English),1,Ginny & Georgia,180470000,1,False,"Animation, Short",2023,janeiro
2023-01-08,TV (English),2,Kaleidoscope,112320000,1,False,"Action, Crime, Drama",2023,janeiro
2023-01-08,TV (English),3,Wednesday,81340000,7,False,"Comedy, Crime, Fantasy",2023,janeiro
2023-01-08,TV (English),4,Emily in Paris,47780000,3,False,"Comedy, Drama, Romance",2023,janeiro
2023-01-08,TV (English),5,Ginny & Georgia,44370000,1,False,"Animation, Short",2023,janeiro
2023-01-08,TV (English),6,The Recruit,23580000,4,False,"Action, Thriller",2023,janeiro
2023-01-08,TV (English),7,MADOFF: The Monster of Wall Street,23030000,1,False,"Documentary, Crime",2023,janeiro
2023-01-08,TV (English),8,Treason,18460000,2,False,"Action, Drama, Thriller",2023,janeiro
2023-01-08,TV (English),9,The Witcher: Blood Origin,17610000,3,False,"Action, Adventure, Drama",2023,janeiro
2023-01-08,TV (English),10,New Amsterdam,14800000,1,False,Drama,2023,janeiro
2023-01-08,TV (Non-English),1,The Glory,82480000,2,False,"Drama, Mystery, Thriller",2023,janeiro
2023-01-08,TV (Non-English),2,La Reina del Sur,79250000,2,False,"Action, Crime, Drama",2023,janeiro
2023-01-08,TV (Non-English),3,Alice in Borderland,41840000,3,False,"Action, Drama, Mystery",2023,janeiro
2023-01-08,TV (Non-English),4,Lady Voyeur,34370000,1,False,"Drama, Mystery, Thriller",2023,janeiro
2023-01-08,TV (Non-English),5,Woman of the Dead,20740000,1,False,"Crime, Drama, Mystery",2023,janeiro
2023-01-08,TV (Non-English),6,Alchemy of Souls,20510000,4,False,"Action, Drama, Fantasy",2023,janeiro
2023-01-08,TV (Non-English),7,Alice in Borderland,19130000,8,False,"Action, Drama, Mystery",2023,janeiro
2023-01-08,TV (Non-English),8,Alpha Males,19090000,1,False,Comedy,2023,janeiro
2023-01-08,TV (Non-English),9,Single’s Inferno,18340000,3,False,Reality-TV,2023,janeiro
2023-01-08,TV (Non-English),10,Love Is Blind: Brazil,14280000,1,False,"Reality-TV, Romance",2023,janeiro
2023-01-01,Films (English),1,Glass Onion: A Knives Out Mystery,127250000,2,False,Comedy,2023,janeiro
2023-01-01,Films (English),2,Roald Dahl's Matilda The Musical,41060000,1,False,Kids,2023,janeiro
2023-01-01,Films (English),3,Knives Out,16760000,1,False,"Comedy, Crime, Drama",2023,janeiro
2023-01-01,Films (English),4,White Noise,14750000,1,False,"Drama, Horror, Mystery",2023,janeiro
2023-01-01,Films (English),5,The Invitation,12200000,1,False,"Drama, Horror, Mystery",2023,janeiro
2023-01-01,Films (English),6,Guillermo del Toro’s Pinocchio,10910000,4,False,"Animation, Adventure, Comedy",2023,janeiro
2023-01-01,Films (English),7,Trolls,9980000,2,False,"Animation, Adventure, Comedy",2023,janeiro
2023-01-01,Films (English),8,After Ever Happy,7220000,1,False,"Drama, Romance",2023,janeiro
2023-01-01,Films (English),9,How the Grinch Stole Christmas,7190000,3,False,"Comedy, Family, Fantasy",2023,janeiro
2023-01-01,Films (English),10,Bullet Train,6940000,5,False,"Action, Comedy, Thriller",2023,janeiro
2023-01-01,Films (Non-English),1,7 Women and a Murder,9980000,1,False,"Comedy, Crime, Mystery",2023,janeiro
2023-01-01,Films (Non-English),2,Troll,6650000,5,False,"Action, Adventure, Drama",2023,janeiro
2023-01-01,Films (Non-English),3,A Not So Merry Christmas,6220000,2,False,"Comedy, Fantasy",2023,janeiro
2023-01-01,Films (Non-English),4,God's Crooked Lines,5600000,4,False,"Drama, Mystery, Thriller",2023,janeiro
2023-01-01,Films (Non-English),5,The Big 4,5440000,3,False,"Action, Comedy, Crime",2023,janeiro
2023-01-01,Films (Non-English),6,Double XL,5240000,1,False,"Comedy, Drama",2023,janeiro
2023-01-01,Films (Non-English),7,My Name Is Vendetta,4390000,5,False,"Action, Crime, Drama",2023,janeiro
2023-01-01,Films (Non-English),8,Mili,3370000,1,False,"Drama, Thriller",2023,janeiro
2023-01-01,Films (Non-English),9,All Quiet on the Western Front,3320000,6,False,"Action, Drama, War",2023,janeiro
2023-01-01,Films (Non-English),10,Tara VS. Bilal,3100000,1,False,Comédia,2023,janeiro
2023-01-01,TV (English),1,Wednesday,103960000,6,False,"Comedy, Crime, Fantasy",2023,janeiro
2023-01-01,TV (English),2,Emily in Paris,95330000,2,False,"Comedy, Drama, Romance",2023,janeiro
2023-01-01,TV (English),3,The Witcher: Blood Origin,64520000,2,False,"Action, Adventure, Drama",2023,janeiro
2023-01-01,TV (English),4,Treason,56060000,1,False,"Action, Drama, Thriller",2023,janeiro
2023-01-01,TV (English),5,The Recruit,43360000,3,False,"Action, Thriller",2023,janeiro
2023-01-01,TV (English),6,Harry & Meghan,22530000,4,False,"Adventure, Family, Fantasy",2023,janeiro
2023-01-01,TV (English),7,Emily in Paris,15210000,6,False,"Comedy, Drama, Romance",2023,janeiro
2023-01-01,TV (English),8,Emily in Paris,14550000,4,False,"Comedy, Drama, Romance",2023,janeiro
2023-01-01,TV (English),9,Sonic Prime,13400000,3,False,"Animation, Action, Adventure",2023,janeiro
2023-01-01,TV (English),10,Firefly Lane,12770000,5,False,"Drama, Romance",2023,janeiro
2023-01-01,TV (Non-English),1,Alice in Borderland,74300000,2,False,"Action, Drama, Mystery",2023,janeiro
2023-01-01,TV (Non-English),2,Alice in Borderland,30220000,7,False,"Action, Drama, Mystery",2023,janeiro
2023-01-01,TV (Non-English),3,The Glory,25410000,1,False,"Drama, Mystery, Thriller",2023,janeiro
2023-01-01,TV (Non-English),4,Daughter From Another Mother,22490000,1,False,"Comedy, Drama",2023,janeiro
2023-01-01,TV (Non-English),5,La Reina del Sur,22410000,1,False,"Action, Crime, Drama",2023,janeiro
2023-01-01,TV (Non-English),6,Alchemy of Souls,17170000,3,False,"Action, Drama, Fantasy",2023,janeiro
2023-01-01,TV (Non-English),7,Single’s Inferno,14880000,2,False,Reality-TV,2023,janeiro
2023-01-01,TV (Non-English),8,The Unbroken Voice,14020000,6,False,Drama,2023,janeiro
2023-01-01,TV (Non-English),9,Til Money Do Us Part,13330000,11,False,Comedy,2023,janeiro
2023-01-01,TV (Non-English),10,Reborn Rich,11980000,6,False,"Drama, Fantasy, Romance",2023,janeiro
2022-12-25,Films (English),1,Glass Onion: A Knives Out Mystery,82140000,1,False,Comedy,2022,dezembro
2022-12-25,Films (English),2,The Volcano: Rescue from Whakaari,25110000,2,False,Documentary,2022,dezembro
2022-12-25,Films (English),3,Guillermo del Toro’s Pinocchio,19680000,3,False,"Animation, Adventure, Comedy",2022,dezembro
2022-12-25,Films (English),4,How the Grinch Stole Christmas,12680000,2,False,"Comedy, Family, Fantasy",2022,dezembro
2022-12-25,Films (English),5,A Bad Moms Christmas,10890000,1,False,Comedy,2022,dezembro
2022-12-25,Films (English),6,I Believe in Santa,10090000,2,False,"Comedy, Romance",2022,dezembro
2022-12-25,Films (English),7,The Christmas Chronicles,9840000,5,False,"Adventure, Comedy, Family",2022,dezembro
2022-12-25,Films (English),8,Falling for Christmas,7910000,6,False,"Comedy, Romance",2022,dezembro
2022-12-25,Films (English),9,Bullet Train,7250000,4,False,"Action, Comedy, Thriller",2022,dezembro
2022-12-25,Films (English),10,The Christmas Chronicles: Part Two,7170000,4,False,"Adventure, Comedy, Family",2022,dezembro
2022-12-25,Films (Non-English),1,The Big 4,19740000,2,False,"Action, Comedy, Crime",2022,dezembro
2022-12-25,Films (Non-English),2,A Not So Merry Christmas,17820000,1,False,"Comedy, Fantasy",2022,dezembro
2022-12-25,Films (Non-English),3,Private Lesson,9860000,2,False,"Comedy, Romance",2022,dezembro
2022-12-25,Films (Non-English),4,God's Crooked Lines,8270000,3,False,"Drama, Mystery, Thriller",2022,dezembro
2022-12-25,Films (Non-English),5,Troll,7950000,4,False,"Action, Adventure, Drama",2022,dezembro
2022-12-25,Films (Non-English),6,Codename: Tiranga,6960000,2,False,Action,2022,dezembro
2022-12-25,Films (Non-English),7,My Name Is Vendetta,3980000,4,False,"Action, Crime, Drama",2022,dezembro
2022-12-25,Films (Non-English),8,The Seven Deadly Sins: Grudge of Edinburgh Part 1,3180000,1,False,"Animation, Action, Adventure",2022,dezembro
2022-12-25,Films (Non-English),9,Doctor G,3090000,2,False,"Comedy, Drama",2022,dezembro
2022-12-25,Films (Non-English),10,HELL DOGS - IN THE HOUSE OF BAMBOO -,3090000,1,False,Action,2022,dezembro
2022-12-25,TV (English),1,Wednesday,118540000,5,False,"Comedy, Crime, Fantasy",2022,dezembro
2022-12-25,TV (English),2,Emily in Paris,117610000,1,False,"Comedy, Drama, Romance",2022,dezembro
2022-12-25,TV (English),3,The Recruit,95590000,2,False,"Action, Thriller",2022,dezembro
2022-12-25,TV (English),4,Harry & Meghan,39740000,3,False,"Adventure, Family, Fantasy",2022,dezembro
2022-12-25,TV (English),5,Sonic Prime,26410000,2,False,"Animation, Action, Adventure",2022,dezembro
2022-12-25,TV (English),6,Too Hot to Handle,16640000,3,False,"Game-Show, Reality-TV, Romance",2022,dezembro
2022-12-25,TV (English),7,The Witcher: Blood Origin,15870000,1,False,"Action, Adventure, Drama",2022,dezembro
2022-12-25,TV (English),8,I AM A KILLER,15820000,1,False,"Documentary, Crime",2022,dezembro
2022-12-25,TV (English),9,Firefly Lane,14200000,4,False,"Drama, Romance",2022,dezembro
2022-12-25,TV (English),10,Emily in Paris,11500000,3,False,"Comedy, Drama, Romance",2022,dezembro
2022-12-25,TV (Non-English),1,Alice in Borderland,61190000,1,False,"Action, Drama, Mystery",2022,dezembro
2022-12-25,TV (Non-English),2,Alice in Borderland,18660000,6,False,"Action, Drama, Mystery",2022,dezembro
2022-12-25,TV (Non-English),3,Reborn Rich,17010000,5,False,"Drama, Fantasy, Romance",2022,dezembro
2022-12-25,TV (Non-English),4,The Unbroken Voice,16550000,5,False,Drama,2022,dezembro
2022-12-25,TV (Non-English),5,Alchemy of Souls,15060000,2,False,"Action, Drama, Fantasy",2022,dezembro
2022-12-25,TV (Non-English),6,Til Money Do Us Part,13850000,10,False,Comedy,2022,dezembro
2022-12-25,TV (Non-English),7,A Storm for Christmas,13640000,2,False,"Comedy, Drama",2022,dezembro
2022-12-25,TV (Non-English),8,Alchemy of Souls,11830000,17,False,"Action, Drama, Fantasy",2022,dezembro
2022-12-25,TV (Non-English),9,Blood Ties,11660000,1,False,"Action, Crime, Drama",2022,dezembro
2022-12-25,TV (Non-English),10,Single’s Inferno,11580000,1,False,Reality-TV,2022,dezembro
2022-12-18,Films (English),1,Guillermo del Toro’s Pinocchio,39380000,2,False,"Animation, Adventure, Comedy",2022,dezembro
2022-12-18,Films (English),2,I Believe in Santa,19960000,1,False,"Comedy, Romance",2022,dezembro
2022-12-18,Films (English),3,Prisoners,19000000,1,False,"Crime, Drama, Mystery",2022,dezembro
2022-12-18,Films (English),4,Bullet Train,13530000,3,False,"Action, Comedy, Thriller",2022,dezembro
2022-12-18,Films (English),5,Lady Chatterley's Lover,11090000,3,False,"Drama, Romance",2022,dezembro
2022-12-18,Films (English),6,The Volcano: Rescue from Whakaari,8940000,1,False,Documentary,2022,dezembro
2022-12-18,Films (English),7,How the Grinch Stole Christmas,7530000,1,False,"Comedy, Family, Fantasy",2022,dezembro
2022-12-18,Films (English),8,Falling for Christmas,6400000,5,False,"Comedy, Romance",2022,dezembro
2022-12-18,Films (English),9,Scrooge: A Christmas Carol,5680000,3,False,"Animation, Adventure, Comedy",2022,dezembro
2022-12-18,Films (English),10,The Noel Diary,5560000,4,False,"Comedy, Drama, Romance",2022,dezembro
2022-12-18,Films (Non-English),1,God's Crooked Lines,27060000,2,False,"Drama, Mystery, Thriller",2022,dezembro
2022-12-18,Films (Non-English),2,The Big 4,16390000,1,False,"Action, Comedy, Crime",2022,dezembro
2022-12-18,Films (Non-English),3,Troll,16270000,3,False,"Action, Adventure, Drama",2022,dezembro
2022-12-18,Films (Non-English),4,Doctor G,8830000,1,False,"Comedy, Drama",2022,dezembro
2022-12-18,Films (Non-English),5,My Name Is Vendetta,7230000,3,False,"Action, Crime, Drama",2022,dezembro
2022-12-18,Films (Non-English),6,The Marriage App,6970000,2,False,"Comedy, Romance",2022,dezembro
2022-12-18,Films (Non-English),7,Private Lesson,4340000,1,False,"Comedy, Romance",2022,dezembro
2022-12-18,Films (Non-English),8,Codename: Tiranga,4050000,1,False,Action,2022,dezembro
2022-12-18,Films (Non-English),9,Kantara (Hindi),4040000,2,False,Action,2022,dezembro
2022-12-18,Films (Non-English),10,Delivery by Christmas,3120000,2,False,"Comedy, Romance",2022,dezembro
2022-12-18,TV (English),1,Wednesday,173960000,4,False,"Comedy, Crime, Fantasy",2022,dezembro
2022-12-18,TV (English),2,Harry & Meghan,97710000,2,False,"Adventure, Family, Fantasy",2022,dezembro
2022-12-18,TV (English),3,The Recruit,52300000,1,False,"Action, Thriller",2022,dezembro
2022-12-18,TV (English),4,Too Hot to Handle,37830000,2,False,"Game-Show, Reality-TV, Romance",2022,dezembro
2022-12-18,TV (English),5,Sonic Prime,27720000,1,False,"Animation, Action, Adventure",2022,dezembro
2022-12-18,TV (English),6,Firefly Lane,26570000,3,False,"Drama, Romance",2022,dezembro
2022-12-18,TV (English),7,1899,17850000,5,False,"Drama, Horror, Mystery",2022,dezembro
2022-12-18,TV (English),8,The Crown,13200000,6,False,"Biography, Drama, History",2022,dezembro
2022-12-18,TV (English),9,Don't Pick Up the Phone,10780000,1,False,"Documentary, Crime",2022,dezembro
2022-12-18,TV (English),10,Firefly Lane,10660000,2,False,"Drama, Romance",2022,dezembro
2022-12-18,TV (Non-English),1,The Unbroken Voice,22570000,4,False,Drama,2022,dezembro
2022-12-18,TV (Non-English),2,Money Heist: Korea - Joint Economic Area,22340000,5,False,"Action, Crime, Drama",2022,dezembro
2022-12-18,TV (Non-English),3,Reborn Rich,19440000,4,False,"Drama, Fantasy, Romance",2022,dezembro
2022-12-18,TV (Non-English),4,Til Money Do Us Part,17120000,9,False,Comedy,2022,dezembro
2022-12-18,TV (Non-English),5,Alchemy of Souls,13500000,16,False,"Action, Drama, Fantasy",2022,dezembro
2022-12-18,TV (Non-English),6,Alchemy of Souls,13070000,1,False,"Action, Drama, Fantasy",2022,dezembro
2022-12-18,TV (Non-English),7,A Storm for Christmas,12330000,1,False,"Comedy, Drama",2022,dezembro
2022-12-18,TV (Non-English),8,Lookism,9960000,2,False,"Animation, Action, Drama",2022,dezembro
2022-12-18,TV (Non-English),9,I Hate Christmas,9490000,2,False,"Comedy, Romance",2022,dezembro
2022-12-18,TV (Non-English),10,Under the Queen's Umbrella,9390000,8,False,Drama,2022,dezembro
2022-12-11,Films (English),1,Lady Chatterley's Lover,29030000,2,False,"Drama, Romance",2022,dezembro
2022-12-11,Films (English),2,Guillermo del Toro’s Pinocchio,28080000,1,False,"Animation, Adventure, Comedy",2022,dezembro
2022-12-11,Films (English),3,Bullet Train,24620000,2,False,"Action, Comedy, Thriller",2022,dezembro
2022-12-11,Films (English),4,Scrooge: A Christmas Carol,13050000,2,False,"Animation, Adventure, Comedy",2022,dezembro
2022-12-11,Films (English),5,The Swimmers,11720000,3,False,"Biography, Drama, Sport",2022,dezembro
2022-12-11,Films (English),6,The Noel Diary,11580000,3,False,"Comedy, Drama, Romance",2022,dezembro
2022-12-11,Films (English),7,The Boss Baby: Christmas Bonus,10400000,1,False,"Animation, Adventure, Comedy",2022,dezembro
2022-12-11,Films (English),8,Slumberland,10380000,4,False,"Adventure, Comedy, Drama",2022,dezembro
2022-12-11,Films (English),9,A Christmas Miracle for Daisy,9780000,1,False,Romance,2022,dezembro
2022-12-11,Films (English),10,Emily the Criminal,9590000,1,False,"Crime, Drama, Mystery",2022,dezembro
2022-12-11,Films (Non-English),1,Troll,52270000,2,False,"Action, Adventure, Drama",2022,dezembro
2022-12-11,Films (Non-English),2,My Name Is Vendetta,23590000,2,False,"Action, Crime, Drama",2022,dezembro
2022-12-11,Films (Non-English),3,God's Crooked Lines,17080000,1,False,"Drama, Mystery, Thriller",2022,dezembro
2022-12-11,Films (Non-English),4,Warriors of Future,11620000,2,False,"Action, Adventure, Sci-Fi",2022,dezembro
2022-12-11,Films (Non-English),5,A Man of Action,11620000,2,False,"Biography, Crime, Drama",2022,dezembro
2022-12-11,Films (Non-English),6,Christmas Full of Grace,8580000,2,False,"Comedy, Romance",2022,dezembro
2022-12-11,Films (Non-English),7,Delivery by Christmas,8100000,1,False,"Comedy, Romance",2022,dezembro
2022-12-11,Films (Non-English),8,The Marriage App,6140000,1,False,"Comedy, Romance",2022,dezembro
2022-12-11,Films (Non-English),9,Goodbye,4370000,2,False,"Comedy, Drama, Family",2022,dezembro
2022-12-11,Films (Non-English),10,Kantara (Hindi),3450000,1,False,Action,2022,dezembro
2022-12-11,TV (English),1,Wednesday,269670000,3,False,"Comedy, Crime, Fantasy",2022,dezembro
2022-12-11,TV (English),2,Harry & Meghan,81550000,1,False,"Adventure, Family, Fantasy",2022,dezembro
2022-12-11,TV (English),3,Firefly Lane,50350000,2,False,"Drama, Romance",2022,dezembro
2022-12-11,TV (English),4,1899,27530000,4,False,"Drama, Horror, Mystery",2022,dezembro
2022-12-11,TV (English),5,Firefly Lane,20940000,1,False,"Drama, Romance",2022,dezembro
2022-12-11,TV (English),6,Too Hot to Handle,20430000,1,False,"Game-Show, Reality-TV, Romance",2022,dezembro
2022-12-11,TV (English),7,The Crown,18900000,5,False,"Biography, Drama, History",2022,dezembro
2022-12-11,TV (English),8,Snack VS. Chef,13870000,1,False,Reality-TV,2022,dezembro
2022-12-11,TV (English),9,Dead to Me,11900000,4,False,"Comedy, Crime, Drama",2022,dezembro
2022-12-11,TV (English),10,Manifest,10540000,6,False,"Drama, Mystery, Sci-Fi",2022,dezembro
2022-12-11,TV (Non-English),1,The Unbroken Voice,26880000,3,False,Drama,2022,dezembro
2022-12-11,TV (Non-English),2,Til Money Do Us Part,20880000,8,False,Comedy,2022,dezembro
2022-12-11,TV (Non-English),3,Under the Queen's Umbrella,17270000,7,False,Drama,2022,dezembro
2022-12-11,TV (Non-English),4,Reborn Rich,16810000,3,False,"Drama, Fantasy, Romance",2022,dezembro
2022-12-11,TV (Non-English),5,Elite,13400000,4,False,"Crime, Drama, Thriller",2022,dezembro
2022-12-11,TV (Non-English),6,I Hate Christmas,12830000,1,False,"Comedy, Romance",2022,dezembro
2022-12-11,TV (Non-English),7,Money Heist: Korea - Joint Economic Area,12800000,4,False,"Action, Crime, Drama",2022,dezembro
2022-12-11,TV (Non-English),8,Hot Skull,10910000,1,False,"Adventure, Drama, Mystery",2022,dezembro
2022-12-11,TV (Non-English),9,First Love,9060000,3,False,"Action, Comedy, Crime",2022,dezembro
2022-12-11,TV (Non-English),10,Lookism,8050000,1,False,"Animation, Action, Drama",2022,dezembro
2022-12-04,Films (English),1,The Noel Diary,27630000,2,False,"Comedy, Drama, Romance",2022,dezembro
2022-12-04,Films (English),2,The Swimmers,27040000,2,False,"Biography, Drama, Sport",2022,dezembro
2022-12-04,Films (English),3,Lady Chatterley's Lover,20000000,1,False,"Drama, Romance",2022,dezembro
2022-12-04,Films (English),4,Slumberland,17830000,3,False,"Adventure, Comedy, Drama",2022,dezembro
2022-12-04,Films (English),5,Bullet Train,11320000,1,False,"Action, Comedy, Thriller",2022,dezembro
2022-12-04,Films (English),6,Christmas on Mistletoe Farm,11110000,2,False,"Comedy, Family",2022,dezembro
2022-12-04,Films (English),7,Falling for Christmas,9080000,4,False,"Comedy, Romance",2022,dezembro
2022-12-04,Films (English),8,Angel Falls Christmas,8820000,1,False,"Drama, Romance",2022,dezembro
2022-12-04,Films (English),9,Scrooge: A Christmas Carol,8170000,1,False,"Animation, Adventure, Comedy",2022,dezembro
2022-12-04,Films (English),10,Ghislaine Maxwell: Filthy Rich,7610000,2,False,"Documentary, Crime",2022,dezembro
2022-12-04,Films (Non-English),1,Troll,75860000,1,False,"Action, Adventure, Drama",2022,dezembro
2022-12-04,Films (Non-English),2,My Name Is Vendetta,32490000,1,False,"Action, Crime, Drama",2022,dezembro
2022-12-04,Films (Non-English),3,Christmas Full of Grace,15330000,1,False,"Comedy, Romance",2022,dezembro
2022-12-04,Films (Non-English),4,Warriors of Future,11970000,1,False,"Action, Adventure, Sci-Fi",2022,dezembro
2022-12-04,Films (Non-English),5,Lesson Plan,10990000,2,False,"Action, Crime, Drama",2022,dezembro
2022-12-04,Films (Non-English),6,The Lost Patient,8170000,2,False,"Drama, Mystery, Thriller",2022,dezembro
2022-12-04,Films (Non-English),7,A Man of Action,7800000,1,False,"Biography, Crime, Drama",2022,dezembro
2022-12-04,Films (Non-English),8,Who's a Good Boy?,4320000,2,False,Comedy,2022,dezembro
2022-12-04,Films (Non-English),9,Goodbye,4090000,1,False,"Comedy, Drama, Family",2022,dezembro
2022-12-04,Films (Non-English),10,Love Destiny The Movie,3260000,1,False,"Comedy, History, Romance",2022,dezembro
2022-12-04,TV (English),1,Wednesday,411290000,2,False,"Comedy, Crime, Fantasy",2022,dezembro
2022-12-04,TV (English),2,1899,44620000,3,False,"Drama, Horror, Mystery",2022,dezembro
2022-12-04,TV (English),3,Firefly Lane,29010000,1,False,"Drama, Romance",2022,dezembro
2022-12-04,TV (English),4,The Crown,27790000,4,False,"Biography, Drama, History",2022,dezembro
2022-12-04,TV (English),5,Crime Scene: The Texas Killing Fields,23880000,1,False,"Documentary, Crime, History",2022,dezembro
2022-12-04,TV (English),6,Dead to Me,19540000,3,False,"Comedy, Crime, Drama",2022,dezembro
2022-12-04,TV (English),7,Manifest,15380000,5,False,"Drama, Mystery, Sci-Fi",2022,dezembro
2022-12-04,TV (English),8,Blood & Water,12690000,1,False,"Action, Adventure, Family",2022,dezembro
2022-12-04,TV (English),9,Manifest,11660000,24,False,"Drama, Mystery, Sci-Fi",2022,dezembro
2022-12-04,TV (English),10,Little Angel,11180000,2,False,"Drama, Romance",2022,dezembro
2022-12-04,TV (Non-English),1,The Unbroken Voice,28110000,2,False,Drama,2022,dezembro
2022-12-04,TV (Non-English),2,Til Money Do Us Part,24900000,7,False,Comedy,2022,dezembro
2022-12-04,TV (Non-English),3,Elite,22440000,3,False,"Crime, Drama, Thriller",2022,dezembro
2022-12-04,TV (Non-English),4,Under the Queen's Umbrella,19470000,6,False,Drama,2022,dezembro
2022-12-04,TV (Non-English),5,First Love,12300000,2,False,"Action, Comedy, Crime",2022,dezembro
2022-12-04,TV (Non-English),6,Reborn Rich,12070000,2,False,"Drama, Fantasy, Romance",2022,dezembro
2022-12-04,TV (Non-English),7,Khakee: The Bihar Chapter,11270000,2,False,"Action, Crime, Drama",2022,dezembro
2022-12-04,TV (Non-English),8,JoJo's Bizarre Adventure,8770000,2,False,"Animation, Action, Adventure",2022,dezembro
2022-12-04,TV (Non-English),9,Chiquititas,7100000,7,False,"Musical, Family, Comedy",2022,dezembro
2022-12-04,TV (Non-English),10,Extraordinary Attorney Woo,5500000,21,False,Drama,2022,dezembro
2022-11-27,Films (English),1,Slumberland,45430000,2,False,"Adventure, Comedy, Drama",2022,novembro
2022-11-27,Films (English),2,The Noel Diary,36270000,1,False,"Comedy, Drama, Romance",2022,novembro
2022-11-27,Films (English),3,The Swimmers,22480000,1,False,"Biography, Drama, Sport",2022,novembro
2022-11-27,Films (English),4,The Wonder,16860000,2,False,"Drama, Mystery, Thriller",2022,novembro
2022-11-27,Films (English),5,Falling for Christmas,14980000,3,False,"Comedy, Romance",2022,novembro
2022-11-27,Films (English),6,Christmas with You,13800000,2,False,"Comedy, Family, Romance",2022,novembro
2022-11-27,Films (English),7,Christmas on Mistletoe Farm,13470000,1,False,"Comedy, Family",2022,novembro
2022-11-27,Films (English),8,Enola Holmes 2,9670000,4,False,"Action, Adventure, Crime",2022,novembro
2022-11-27,Films (English),9,Where the Crawdads Sing,9640000,3,False,"Drama, Mystery, Romance",2022,novembro
2022-11-27,Films (English),10,Ghislaine Maxwell: Filthy Rich,7290000,1,False,"Documentary, Crime",2022,novembro
2022-11-27,Films (Non-English),1,Lesson Plan,17310000,1,False,"Action, Crime, Drama",2022,novembro
2022-11-27,Films (Non-English),2,The Lost Patient,8670000,1,False,"Drama, Mystery, Thriller",2022,novembro
2022-11-27,Films (Non-English),3,All Quiet on the Western Front,4870000,5,False,"Action, Drama, War",2022,novembro
2022-11-27,Films (Non-English),4,Lost Bullet 2,4470000,3,False,"Action, Crime, Thriller",2022,novembro
2022-11-27,Films (Non-English),5,GodFather (Hindi),4340000,1,False,Action,2022,novembro
2022-11-27,Films (Non-English),6,Deception - Round D Corner,3370000,1,False,Thriller,2022,novembro
2022-11-27,Films (Non-English),7,Who's a Good Boy?,3180000,1,False,Comedy,2022,novembro
2022-11-27,Films (Non-English),8,Off Track,2670000,1,False,Drama,2022,novembro
2022-11-27,Films (Non-English),9,Beyond the Universe,2310000,5,False,"Comedy, Drama, Romance",2022,novembro
2022-11-27,Films (Non-English),10,Lost Bullet,2230000,8,False,"Action, Crime, Thriller",2022,novembro
2022-11-27,TV (English),1,Wednesday,341230000,1,False,"Comedy, Crime, Fantasy",2022,novembro
2022-11-27,TV (English),2,1899,87890000,2,False,"Drama, Horror, Mystery",2022,novembro
2022-11-27,TV (English),3,The Crown,42360000,3,False,"Biography, Drama, History",2022,novembro
2022-11-27,TV (English),4,Dead to Me,33330000,2,False,"Comedy, Crime, Drama",2022,novembro
2022-11-27,TV (English),5,Manifest,21600000,4,False,"Drama, Mystery, Sci-Fi",2022,novembro
2022-11-27,TV (English),6,Manifest,15010000,23,False,"Drama, Mystery, Sci-Fi",2022,novembro
2022-11-27,TV (English),7,"Pepsi, Where's My Jet?",14160000,1,False,"Documentary, History",2022,novembro
2022-11-27,TV (English),8,Manifest,12260000,8,False,"Drama, Mystery, Sci-Fi",2022,novembro
2022-11-27,TV (English),9,Warrior Nun,11970000,3,False,"Action, Drama, Fantasy",2022,novembro
2022-11-27,TV (English),10,Dead to Me,11940000,1,False,"Comedy, Crime, Drama",2022,novembro
2022-11-27,TV (Non-English),1,Elite,48270000,2,False,"Crime, Drama, Thriller",2022,novembro
2022-11-27,TV (Non-English),2,Til Money Do Us Part,32210000,6,False,Comedy,2022,novembro
2022-11-27,TV (Non-English),3,Under the Queen's Umbrella,18080000,5,False,Drama,2022,novembro
2022-11-27,TV (Non-English),4,Reborn Rich,10350000,1,False,"Drama, Fantasy, Romance",2022,novembro
2022-11-27,TV (Non-English),5,Somebody,9940000,1,False,"Crime, Drama, Thriller",2022,novembro
2022-11-27,TV (Non-English),6,The Unbroken Voice,9900000,1,False,Drama,2022,novembro
2022-11-27,TV (Non-English),7,Chiquititas,7280000,6,False,"Musical, Family, Comedy",2022,novembro
2022-11-27,TV (Non-English),8,First Love,7220000,1,False,"Action, Comedy, Crime",2022,novembro
2022-11-27,TV (Non-English),9,Khakee: The Bihar Chapter,6330000,1,False,"Action, Crime, Drama",2022,novembro
2022-11-27,TV (Non-English),10,Café con aroma de mujer,6310000,28,False,"Drama, Romance",2022,novembro
2022-11-20,Films (English),1,Falling for Christmas,37850000,2,False,"Comedy, Romance",2022,novembro
2022-11-20,Films (English),2,Slumberland,33370000,1,False,"Adventure, Comedy, Drama",2022,novembro
2022-11-20,Films (English),3,The Wonder,26180000,1,False,"Drama, Mystery, Thriller",2022,novembro
2022-11-20,Films (English),4,Enola Holmes 2,21420000,3,False,"Action, Adventure, Crime",2022,novembro
2022-11-20,Films (English),5,Where the Crawdads Sing,20330000,2,False,"Drama, Mystery, Romance",2022,novembro
2022-11-20,Films (English),6,Christmas with You,17930000,1,False,"Comedy, Family, Romance",2022,novembro
