semana,categoria,rank_semanal,titulo,horas_semanais_visualizadas,semanas_acumuladas_top_10,lançamento_escalonado,genero,ano,mes
2023-08-13,Films (English),3,Untold: Johnny Football,9200000,1,False,"Documentary, Sport",2023,agosto
2023-08-13,Films (English),4,What Men Want,11600000,1,False,"Comedy, Fantasy, Romance",2023,agosto
2023-08-13,Films (English),5,"Miraculous: Ladybug & Cat Noir, The Movie",9800000,3,False,"Animation, Action, Adventure",2023,agosto
2023-08-13,Films (English),6,Happiness for Beginners,8900000,3,False,"Comedy, Drama, Romance",2023,agosto
2023-08-13,Films (English),7,Despicable Me 2,7800000,10,False,"Animation, Adventure, Comedy",2023,agosto
2023-08-13,Films (English),8,Shark Bait,6200000,2,False,"Horror, Thriller",2023,agosto
2023-08-13,Films (English),9,Fatale,7100000,3,False,"Drama, Mystery, Romance",2023,agosto
2023-08-13,Films (English),10,River Wild,5900000,2,False,"Action, Adventure, Thriller",2023,agosto
2023-08-13,Films (Non-English),1,Paradise,15000000,3,False,"Action, Sci-Fi, Thriller",2023,agosto
2023-08-13,Films (Non-English),2,Zom 100: Bucket List of the Dead,13400000,2,False,"Action, Comedy, Fantasy",2023,agosto
2023-08-13,Films (Non-English),3,Soulcatcher,8000000,2,False,"Action, Adventure, Thriller",2023,agosto
2023-08-13,Films (Non-English),4,The Seven Deadly Sins: Grudge of Edinburgh Part 2,2800000,1,False,"Animation, Action, Adventure",2023,agosto
2023-08-13,Films (Non-English),5,Jagun Jagun,4800000,1,False,"Drama, History",2023,agosto
2023-08-13,Films (Non-English),6,Head to Head,2600000,2,False,"Comedy, Thriller",2023,agosto
2023-08-13,Films (Non-English),7,Marry My Dead Body,3400000,1,False,"Action, Comedy, Crime",2023,agosto
2023-08-13,Films (Non-English),8,Adipurush,4500000,1,False,"Action, Adventure, Drama",2023,agosto
2023-08-13,Films (Non-English),9,The Raid: Redemption,2000000,1,False,"Action, Crime, Thriller",2023,agosto
2023-08-13,Films (Non-English),10,Dream,2400000,3,False,"Drama, Fantasy, Mystery",2023,agosto
2023-08-13,TV (English),1,Painkiller,35900000,1,False,"Crime, Drama",2023,agosto
2023-08-13,TV (English),2,The Lincoln Lawyer,42400000,6,False,"Crime, Drama, Mystery",2023,agosto
2023-08-13,TV (English),3,Gabby's Dollhouse,9900000,1,False,"Animation, Adventure, Comedy",2023,agosto
2023-08-13,TV (English),4,Heartstopper,18700000,2,False,"Drama, Romance",2023,agosto
2023-08-13,TV (English),5,Fatal Seduction,20200000,6,False,"Crime, Drama, Mystery",2023,agosto
2023-08-13,TV (English),6,The Witcher,21300000,7,False,"Action, Adventure, Drama",2023,agosto
2023-08-13,TV (English),7,Om Nom Stories,2400000,2,False,"Animation, Short, Adventure",2023,agosto
2023-08-13,TV (English),8,The Lincoln Lawyer,18300000,11,False,"Crime, Drama, Mystery",2023,agosto
2023-08-13,TV (English),9,Sweet Magnolias,16200000,4,False,"Drama, Romance",2023,agosto
2023-08-13,TV (English),10,Fisk,4900000,1,False,"Comedy, Drama",2023,agosto
2023-08-13,TV (Non-English),1,A Perfect Story,17100000,3,False,"Drama, Romance",2023,agosto
2023-08-13,TV (Non-English),2,King the Land,60600000,9,False,"Comedy, Drama, Romance",2023,agosto
2023-08-13,TV (Non-English),3,My Happy Marriage,5500000,5,False,"Animation, Drama, Fantasy",2023,agosto
2023-08-13,TV (Non-English),4,The Tailor,11400000,3,False,"Drama, Mystery, Thriller",2023,agosto
2023-08-13,TV (Non-English),5,Zombieverse,14300000,1,False,"Comedy, Game-Show, Horror",2023,agosto
2023-08-13,TV (Non-English),6,The Uncanny Counter,11800000,2,False,"Action, Fantasy, Horror",2023,agosto
2023-08-13,TV (Non-English),7,Baki Hanma,8500000,3,False,"Animation, Action, Drama",2023,agosto
2023-08-13,TV (Non-English),8,The Last Hours of Mario Biondo,3300000,1,False,"Documentary, Crime",2023,agosto
2023-08-13,TV (Non-English),9,The Tailor,5700000,5,False,"Drama, Mystery, Thriller",2023,agosto
2023-08-13,TV (Non-English),10,D.P.,6100000,3,False,"Action, Crime, Drama",2023,agosto
2023-08-06,Films (English),1,Hidden Strike,40500000,2,False,"Action, Adventure, Comedy",2023,agosto
2023-08-06,Films (English),2,Happiness for Beginners,23100000,2,False,"Comedy, Drama, Romance",2023,agosto
2023-08-06,Films (English),3,"Miraculous: Ladybug & Cat Noir, The Movie",21200000,2,False,"Animation, Action, Adventure",2023,agosto
2023-08-06,Films (English),4,Poisoned: The Dirty Truth About Your Food,7200000,1,False,Documentary,2023,agosto
2023-08-06,Films (English),5,Missing: The Lucie Blackman Case,6900000,2,False,"Documentary, Crime",2023,agosto
2023-08-06,Films (English),6,Fatale,8500000,2,False,"Drama, Mystery, Romance",2023,agosto
2023-08-06,Films (English),7,Shark Bait,5200000,1,False,"Horror, Thriller",2023,agosto
2023-08-06,Films (English),8,They Cloned Tyrone,7500000,3,False,"Comedy, Mystery, Sci-Fi",2023,agosto
2023-08-06,Films (English),9,River Wild,5200000,1,False,"Action, Adventure, Thriller",2023,agosto
2023-08-06,Films (English),10,Untold: Jake Paul the Problem Child,3900000,1,False,"Documentary, Sport",2023,agosto
2023-08-06,Films (Non-English),1,Paradise,30700000,2,False,"Action, Sci-Fi, Thriller",2023,agosto
2023-08-06,Films (Non-English),2,Soulcatcher,19300000,1,False,"Action, Adventure, Thriller",2023,agosto
2023-08-06,Films (Non-English),3,Zom 100: Bucket List of the Dead,14200000,1,False,"Action, Comedy, Fantasy",2023,agosto
2023-08-06,Films (Non-English),4,Dream,6200000,2,False,"Drama, Fantasy, Mystery",2023,agosto
2023-08-06,Films (Non-English),5,The Lady of Silence: The Mataviejitas Murders,3900000,2,False,"Documentary, Crime, History",2023,agosto
2023-08-06,Films (Non-English),6,Bird Box Barcelona,3000000,4,False,"Horror, Mystery, Sci-Fi",2023,agosto
2023-08-06,Films (Non-English),7,No Ritmo da Fé,2200000,1,False,"Drama, Musical, Romance",2023,agosto
2023-08-06,Films (Non-English),8,Big Nunu's Little Heist,1800000,1,False,"Action, Comedy, Crime",2023,agosto
2023-08-06,Films (Non-English),9,The Murderer,2300000,1,False,"Comedy, Crime, Mystery",2023,agosto
2023-08-06,Films (Non-English),10,Head to Head,1600000,1,False,"Comedy, Thriller",2023,agosto
2023-08-06,TV (English),1,The Lincoln Lawyer,55200000,5,False,"Crime, Drama, Mystery",2023,agosto
2023-08-06,TV (English),2,Heartstopper,28500000,1,False,"Drama, Romance",2023,agosto
2023-08-06,TV (English),3,The Witcher,41400000,6,False,"Action, Adventure, Drama",2023,agosto
2023-08-06,TV (English),4,Sweet Magnolias,24800000,3,False,"Drama, Romance",2023,agosto
2023-08-06,TV (English),5,How to Become a Cult Leader,7300000,1,False,"Documentary, Crime",2023,agosto
2023-08-06,TV (English),6,The Lincoln Lawyer,17300000,10,False,"Crime, Drama, Mystery",2023,agosto
2023-08-06,TV (English),7,Fatal Seduction,13600000,5,False,"Crime, Drama, Mystery",2023,agosto
2023-08-06,TV (English),8,Too Hot to Handle,15300000,4,False,"Game-Show, Reality-TV, Romance",2023,agosto
2023-08-06,TV (English),9,Om Nom Stories,1700000,1,False,"Animation, Short, Adventure",2023,agosto
2023-08-06,TV (English),10,CoComelon,1700000,2,False,"Animation, Family",2023,agosto
2023-08-06,TV (Non-English),1,A Perfect Story,24900000,2,False,"Drama, Romance",2023,agosto
2023-08-06,TV (Non-English),2,The Tailor,23000000,2,False,"Drama, Mystery, Thriller",2023,agosto
2023-08-06,TV (Non-English),3,King the Land,66400000,8,True,"Comedy, Drama, Romance",2023,agosto
2023-08-06,TV (Non-English),4,Baki Hanma,19100000,2,False,"Animation, Action, Drama",2023,agosto
2023-08-06,TV (Non-English),5,D.P.,15400000,2,False,"Action, Crime, Drama",2023,agosto
2023-08-06,TV (Non-English),6,My Happy Marriage,4900000,4,False,"Animation, Drama, Fantasy",2023,agosto
2023-08-06,TV (Non-English),7,The Uncanny Counter,10400000,1,False,"Action, Fantasy, Horror",2023,agosto
2023-08-06,TV (Non-English),8,The Tailor,9700000,4,False,"Drama, Mystery, Thriller",2023,agosto
2023-08-06,TV (Non-English),9,Sintonia,11500000,2,False,"Crime, Drama, Music",2023,agosto
2023-08-06,TV (Non-English),10,Zom 100: Bucket List of the Dead,2500000,4,False,"Action, Comedy, Fantasy",2023,agosto
2023-07-30,Films (English),1,Hidden Strike,37800000,1,False,"Action, Adventure, Comedy",2023,julho
2023-07-30,Films (English),2,"Miraculous: Ladybug & Cat Noir, The Movie",20800000,1,False,"Animation, Action, Adventure",2023,julho
2023-07-30,Films (English),3,They Cloned Tyrone,23000000,2,False,"Comedy, Mystery, Sci-Fi",2023,julho
2023-07-30,Films (English),4,Happiness for Beginners,16500000,1,False,"Comedy, Drama, Romance",2023,julho
2023-07-30,Films (English),5,Missing: The Lucie Blackman Case,10400000,1,False,"Documentary, Crime",2023,julho
2023-07-30,Films (English),6,The Out-Laws,8900000,4,False,"Action, Comedy, Crime",2023,julho
2023-07-30,Films (English),7,Unknown: Cosmic Time Machine,5600000,1,False,Documentary,2023,julho
2023-07-30,Films (English),8,Puss in Boots: The Last Wish,7200000,3,False,"Animation, Action, Adventure",2023,julho
2023-07-30,Films (English),9,The Deepest Breath,6500000,2,False,"Documentary, Adventure, Sport",2023,julho
2023-07-30,Films (English),10,Extraction 2,6000000,7,False,Action,2023,julho
2023-07-30,Films (Non-English),1,Paradise,16100000,1,False,"Action, Sci-Fi, Thriller",2023,julho
2023-07-30,Films (Non-English),2,Bird Box Barcelona,11200000,3,False,"Horror, Mystery, Sci-Fi",2023,julho
2023-07-30,Films (Non-English),3,Dream,9900000,1,False,"Drama, Fantasy, Mystery",2023,julho
2023-07-30,Films (Non-English),4,The (Almost) Legends,4700000,2,False,"Comedy, Music",2023,julho
2023-07-30,Films (Non-English),5,The Lady of Silence: The Mataviejitas Murders,3900000,1,False,"Documentary, Crime, History",2023,julho
2023-07-30,Films (Non-English),6,Love Tactics 2,2900000,3,False,"Comedy, Romance",2023,julho
2023-07-30,Films (Non-English),7,Kingdom2: Far and Away,3300000,3,False,Action,2023,julho
2023-07-30,Films (Non-English),8,Kingdom,3300000,2,False,"Action, Drama, Horror",2023,julho
2023-07-30,Films (Non-English),9,Maamannan (Tamil),3200000,1,False,Drama,2023,julho
2023-07-30,Films (Non-English),10,Gold Brick,1700000,4,False,"Comedy, Drama",2023,julho
2023-07-30,TV (English),1,The Witcher,59000000,5,False,"Action, Adventure, Drama",2023,julho
2023-07-30,TV (English),2,Sweet Magnolias,45900000,2,False,"Drama, Romance",2023,julho
2023-07-30,TV (English),3,Too Hot to Handle,26300000,3,False,"Game-Show, Reality-TV, Romance",2023,julho
2023-07-30,TV (English),4,The Lincoln Lawyer,12600000,4,False,"Crime, Drama, Mystery",2023,julho
2023-07-30,TV (English),5,Survival of the Thickest,8000000,3,False,Comedy,2023,julho
2023-07-30,TV (English),6,Barbie Life in the Dreamhouse,9100000,1,False,"Animation, Short, Comedy",2023,julho
2023-07-30,TV (English),7,Quarterback,11000000,3,False,"Documentary, Sport",2023,julho
2023-07-30,TV (English),8,Fatal Seduction,6400000,4,False,"Crime, Drama, Mystery",2023,julho
2023-07-30,TV (English),9,Mark Normand: Soup to Nuts,1500000,1,False,Comedy,2023,julho
2023-07-30,TV (English),10,CoComelon,1800000,1,False,"Animation, Family",2023,julho
2023-07-30,TV (Non-English),1,Sintonia,42200000,1,False,"Crime, Drama, Music",2023,julho
2023-07-30,TV (Non-English),2,Baki Hanma,33000000,1,False,"Animation, Action, Drama",2023,julho
2023-07-30,TV (Non-English),3,King the Land,64500000,7,True,"Comedy, Drama, Romance",2023,julho
2023-07-30,TV (Non-English),4,A Perfect Story,11600000,1,False,"Drama, Romance",2023,julho
2023-07-30,TV (Non-English),5,D.P.,15000000,1,False,"Action, Crime, Drama",2023,julho
2023-07-30,TV (Non-English),6,My Happy Marriage,4300000,3,False,"Animation, Drama, Fantasy",2023,julho
2023-07-30,TV (Non-English),7,The Tailor,13700000,1,False,"Drama, Mystery, Thriller",2023,julho
2023-07-30,TV (Non-English),8,Burn the House Down,12800000,3,False,"Drama, Mystery, Thriller",2023,julho
2023-07-30,TV (Non-English),9,Zom 100: Bucket List of the Dead,2100000,3,False,"Action, Comedy, Fantasy",2023,julho
2023-07-30,TV (Non-English),10,Jujutsu Kaisen,2600000,3,False,"Animation, Action, Adventure",2023,julho
2023-07-23,Films (English),1,The Out-Laws,19500000,3,False,"Action, Comedy, Crime",2023,julho
2023-07-23,Films (English),2,Unknown: Cave of Bones,10300000,1,False,Documentary,2023,julho
2023-07-23,Films (English),3,They Cloned Tyrone,13100000,1,False,"Comedy, Mystery, Sci-Fi",2023,julho
2023-07-23,Films (English),4,Puss in Boots: The Last Wish,10600000,2,False,"Animation, Action, Adventure",2023,julho
2023-07-23,Films (English),5,The Deepest Breath,8400000,1,False,"Documentary, Adventure, Sport",2023,julho
2023-07-23,Films (English),6,Ride Along,7100000,1,False,"Action, Comedy, Crime",2023,julho
2023-07-23,Films (English),7,Man on Fire,9400000,4,False,"Action, Crime, Drama",2023,julho
2023-07-23,Films (English),8,Extraction 2,7800000,6,False,Action,2023,julho
2023-07-23,Films (English),9,Nimona,5900000,4,False,"Animation, Action, Adventure",2023,julho
2023-07-23,Films (English),10,Captain Underpants: The First Epic Movie,4600000,1,False,"Animation, Action, Adventure",2023,julho
2023-07-23,Films (Non-English),1,Bird Box Barcelona,35500000,2,False,"Horror, Mystery, Sci-Fi",2023,julho
2023-07-23,Films (Non-English),2,Love Tactics 2,8600000,2,False,"Comedy, Romance",2023,julho
2023-07-23,Films (Non-English),3,Kingdom,6600000,1,False,"Action, Drama, Horror",2023,julho
2023-07-23,Films (Non-English),4,The (Almost) Legends,4500000,1,False,"Comedy, Music",2023,julho
2023-07-23,Films (Non-English),5,Gold Brick,4400000,3,False,"Comedy, Drama",2023,julho
2023-07-23,Films (Non-English),6,Mr. Car and the Knights Templar,4800000,2,False,"Adventure, Drama, Family",2023,julho
2023-07-23,Films (Non-English),7,Kingdom2: Far and Away,4400000,2,False,Action,2023,julho
2023-07-23,Films (Non-English),8,Luccas Neto em: O Meu Aniversário,1900000,1,False,Kids,2023,julho
2023-07-23,Films (Non-English),9,Seasons,2400000,3,False,"Documentary, History",2023,julho
2023-07-23,Films (Non-English),10,Bear Man,1900000,1,False,"Action, Comedy",2023,julho
2023-07-23,TV (English),1,Sweet Magnolias,39500000,1,False,"Drama, Romance",2023,julho
2023-07-23,TV (English),2,The Lincoln Lawyer,19400000,3,False,"Crime, Drama, Mystery",2023,julho
2023-07-23,TV (English),3,The Witcher,20100000,4,False,"Action, Adventure, Drama",2023,julho
2023-07-23,TV (English),4,Too Hot to Handle,24000000,2,False,"Game-Show, Reality-TV, Romance",2023,julho
2023-07-23,TV (English),5,Survival of the Thickest,13700000,2,False,Comedy,2023,julho
2023-07-23,TV (English),6,Fatal Seduction,12100000,3,False,"Crime, Drama, Mystery",2023,julho
2023-07-23,TV (English),7,Quarterback,18800000,2,False,"Documentary, Sport",2023,julho
2023-07-23,TV (English),8,Suits,20300000,4,True,"Comedy, Drama",2023,julho
2023-07-23,TV (English),9,The Lincoln Lawyer,17800000,9,False,"Crime, Drama, Mystery",2023,julho
2023-07-23,TV (English),10,Sonic Prime,6800000,2,False,"Animation, Action, Adventure",2023,julho
2023-07-23,TV (Non-English),1,King the Land,65100000,6,True,"Comedy, Drama, Romance",2023,julho
2023-07-23,TV (Non-English),2,Burn the House Down,22500000,2,False,"Drama, Mystery, Thriller",2023,julho
2023-07-23,TV (Non-English),3,Kohrra,11500000,1,False,"Crime, Drama, Thriller",2023,julho
2023-07-23,TV (Non-English),4,My Happy Marriage,2600000,2,False,"Animation, Drama, Fantasy",2023,julho
2023-07-23,TV (Non-English),5,Jujutsu Kaisen,2200000,2,False,"Animation, Action, Adventure",2023,julho
2023-07-23,TV (Non-English),6,Celebrity,16400000,4,False,"Comedy, Drama",2023,julho
2023-07-23,TV (Non-English),7,Zom 100: Bucket List of the Dead,1900000,2,False,"Action, Comedy, Fantasy",2023,julho
2023-07-23,TV (Non-English),8,See You in My 19th Life,18900000,5,False,"Comedy, Drama, Fantasy",2023,julho
2023-07-23,TV (Non-English),9,Record of Ragnarok,9600000,4,False,"Animation, Action, Adventure",2023,julho
2023-07-23,TV (Non-English),10,The Surrogacy,20800000,6,False,Drama,2023,julho
2023-07-16,Films (English),1,The Out-Laws,46300000,2,False,"Action, Comedy, Crime",2023,julho
2023-07-16,Films (English),2,65,10500000,1,False,"Action, Adventure, Drama",2023,julho
2023-07-16,Films (English),3,Puss in Boots: The Last Wish,9400000,1,False,"Animation, Action, Adventure",2023,julho
2023-07-16,Films (English),4,Extraction 2,10800000,5,False,Action,2023,julho
2023-07-16,Films (English),5,Nimona,8000000,3,False,"Animation, Action, Adventure",2023,julho
2023-07-16,Films (English),6,Sing,6500000,9,False,"Animation, Comedy, Family",2023,julho
2023-07-16,Films (English),7,The Tutor,5000000,1,False,"Mystery, Thriller",2023,julho
2023-07-16,Films (English),8,Paw Patrol: The Movie,4400000,7,False,"Animation, Action, Adventure",2023,julho
2023-07-16,Films (English),9,Mafia Mamma,4700000,1,False,"Action, Comedy, Crime",2023,julho
2023-07-16,Films (English),10,Unknown: Killer Robots,3200000,1,False,Documentary,2023,julho
2023-07-16,Films (Non-English),1,Bird Box Barcelona,30500000,1,False,"Horror, Mystery, Sci-Fi",2023,julho
2023-07-16,Films (Non-English),2,Gold Brick,10000000,2,False,"Comedy, Drama",2023,julho
2023-07-16,Films (Non-English),3,Mr. Car and the Knights Templar,7700000,1,False,"Adventure, Drama, Family",2023,julho
2023-07-16,Films (Non-English),4,Love Tactics 2,6700000,1,False,"Comedy, Romance",2023,julho
2023-07-16,Films (Non-English),5,Seasons,5100000,2,False,"Documentary, History",2023,julho
2023-07-16,Films (Non-English),6,Make Me Believe,2700000,4,False,"Comedy, Romance",2023,julho
2023-07-16,Films (Non-English),7,Through My Window 2: Across the Sea,2200000,4,False,Romance,2023,julho
2023-07-16,Films (Non-English),8,Lust Stories 2,2600000,3,False,"Drama, Romance",2023,julho
2023-07-16,Films (Non-English),9,Rebound,2000000,1,False,"Comedy, Family, Sport",2023,julho
2023-07-16,Films (Non-English),10,A Beautiful Life,1300000,7,False,"Drama, Music, Romance",2023,julho
2023-07-16,TV (English),1,The Lincoln Lawyer,35300000,2,False,"Crime, Drama, Mystery",2023,julho
2023-07-16,TV (English),2,The Witcher,32100000,3,False,"Action, Adventure, Drama",2023,julho
2023-07-16,TV (English),3,Fatal Seduction,24800000,2,False,"Crime, Drama, Mystery",2023,julho
2023-07-16,TV (English),4,Survival of the Thickest,13300000,1,False,Comedy,2023,julho
2023-07-16,TV (English),5,The Lincoln Lawyer,28300000,8,False,"Crime, Drama, Mystery",2023,julho
2023-07-16,TV (English),6,Quarterback,21400000,1,False,"Documentary, Sport",2023,julho
2023-07-16,TV (English),7,Too Hot to Handle,9000000,1,False,"Game-Show, Reality-TV, Romance",2023,julho
2023-07-16,TV (English),8,Is It Cake?,15400000,2,False,"Game-Show, Reality-TV",2023,julho
2023-07-16,TV (English),9,Hack My Home,11900000,1,False,Reality-TV,2023,julho
2023-07-16,TV (English),10,Sonic Prime,7900000,1,False,"Animation, Action, Adventure",2023,julho
2023-07-16,TV (Non-English),1,King the Land,51800000,5,True,"Comedy, Drama, Romance",2023,julho
2023-07-16,TV (Non-English),2,Celebrity,30000000,3,False,"Comedy, Drama",2023,julho
2023-07-16,TV (Non-English),3,Record of Ragnarok,18600000,3,True,"Animation, Action, Adventure",2023,julho
2023-07-16,TV (Non-English),4,Burn the House Down,16800000,1,False,"Drama, Mystery, Thriller",2023,julho
2023-07-16,TV (Non-English),5,Jujutsu Kaisen,1900000,1,False,"Animation, Action, Adventure",2023,julho
2023-07-16,TV (Non-English),6,My Happy Marriage,1600000,1,False,"Animation, Drama, Fantasy",2023,julho
2023-07-16,TV (Non-English),7,The Surrogacy,26000000,5,False,Drama,2023,julho
2023-07-16,TV (Non-English),8,See You in My 19th Life,17600000,4,False,"Comedy, Drama, Fantasy",2023,julho
2023-07-16,TV (Non-English),9,Zom 100: Bucket List of the Dead,1300000,1,False,"Action, Comedy, Fantasy",2023,julho
2023-07-16,TV (Non-English),10,Back to 15,5400000,2,False,"Comedy, Drama",2023,julho
2023-07-09,Films (English),1,The Out-Laws,31700000,1,False,"Action, Comedy, Crime",2023,julho
2023-07-09,Films (English),2,Extraction 2,18400000,4,False,Action,2023,julho
2023-07-09,Films (English),3,Nimona,11500000,2,False,"Animation, Action, Adventure",2023,julho
2023-07-09,Films (English),4,Run Rabbit Run,9900000,2,False,"Drama, Horror, Mystery",2023,julho
2023-07-09,Films (English),5,Unknown: The Lost Pyramid,7900000,1,False,"Documentary, History",2023,julho
2023-07-09,Films (English),6,Sniper: Assassin's End,8500000,2,False,"Action, Thriller",2023,julho
2023-07-09,Films (English),7,Old Henry,8100000,1,False,"Action, Drama, Western",2023,julho
2023-07-09,Films (English),8,WHAM!,6800000,1,False,"Documentary, Biography, Music",2023,julho
2023-07-09,Films (English),9,Skyscraper,7500000,1,False,"Action, Adventure, Thriller",2023,julho
2023-07-09,Films (English),10,Woody Woodpecker,6300000,1,False,"Animation, Adventure, Comedy",2023,julho
2023-07-09,Films (Non-English),1,Make Me Believe,6500000,3,False,"Comedy, Romance",2023,julho
2023-07-09,Films (Non-English),2,Gold Brick,5500000,1,False,"Comedy, Drama",2023,julho
2023-07-09,Films (Non-English),3,Lust Stories 2,6600000,2,False,"Drama, Romance",2023,julho
2023-07-09,Films (Non-English),4,Through My Window 2: Across the Sea,4900000,3,False,Romance,2023,julho
2023-07-09,Films (Non-English),5,Afwaah,3000000,2,False,"Drama, Thriller",2023,julho
2023-07-09,Films (Non-English),6,Seasons,2000000,1,False,"Documentary, History",2023,julho
2023-07-09,Films (Non-English),7,A Beautiful Life,1800000,6,False,"Drama, Music, Romance",2023,julho
2023-07-09,Films (Non-English),8,iNumber Number: Jozi Gold,2000000,3,False,"Action, Adventure, Crime",2023,julho
2023-07-09,Films (Non-English),9,Through My Window,1700000,16,False,"Comedy, Drama, Romance",2023,julho
2023-07-09,Films (Non-English),10,Faithfully Yours,1400000,5,False,Thriller,2023,julho
2023-07-09,TV (English),1,The Witcher,66500000,2,False,"Action, Adventure, Drama",2023,julho
2023-07-09,TV (English),2,The Lincoln Lawyer,31400000,1,False,"Crime, Drama, Mystery",2023,julho
2023-07-09,TV (English),3,Fatal Seduction,19100000,1,False,"Crime, Drama, Mystery",2023,julho
2023-07-09,TV (English),4,Tom Segura: Sledgehammer,4600000,1,False,"Documentary, Comedy",2023,julho
2023-07-09,TV (English),5,Is It Cake?,23700000,1,False,"Game-Show, Reality-TV",2023,julho
2023-07-09,TV (English),6,Black Mirror,16700000,4,False,"Drama, Mystery, Sci-Fi",2023,julho
2023-07-09,TV (English),7,The Witcher,20900000,8,False,"Action, Adventure, Drama",2023,julho
2023-07-09,TV (English),8,The Witcher,18200000,7,False,"Action, Adventure, Drama",2023,julho
2023-07-09,TV (English),9,The Lincoln Lawyer,19200000,7,False,"Crime, Drama, Mystery",2023,julho
2023-07-09,TV (English),10,Suits,20700000,3,True,"Comedy, Drama",2023,julho
2023-07-09,TV (Non-English),1,Celebrity,49900000,2,False,"Comedy, Drama",2023,julho
2023-07-09,TV (Non-English),2,King the Land,30800000,4,True,"Comedy, Drama, Romance",2023,julho
2023-07-09,TV (Non-English),3,The Surrogacy,33200000,4,False,Drama,2023,julho
2023-07-09,TV (Non-English),4,See You in My 19th Life,16600000,3,False,"Comedy, Drama, Fantasy",2023,julho
2023-07-09,TV (Non-English),5,Back to 15,7900000,1,False,"Comedy, Drama",2023,julho
2023-07-09,TV (Non-English),6,Bloodhounds,12800000,5,False,"Action, Crime, Drama",2023,julho
2023-07-09,TV (Non-English),7,Fake Profile,9500000,6,False,"Drama, Romance, Thriller",2023,julho
2023-07-09,TV (Non-English),8,Doom at Your Service,25000000,1,False,"Drama, Fantasy, Romance",2023,julho
2023-07-09,TV (Non-English),9,Sleeping Dog,7200000,3,False,"Crime, Drama, Mystery",2023,julho
2023-07-09,TV (Non-English),10,DELETE,7200000,2,False,"Action, Drama, Sci-Fi",2023,julho
2023-07-02,Films (English),1,Extraction 2,36200000,3,False,Action,2023,julho
2023-07-02,Films (English),2,The Perfect Find,18400000,2,False,"Comedy, Drama, Romance",2023,julho
2023-07-02,Films (English),3,Run Rabbit Run,14200000,1,False,"Drama, Horror, Mystery",2023,julho
2023-07-02,Films (English),4,Extraction,11800000,3,False,"Action, Thriller",2023,julho
2023-07-02,Films (English),5,Take Care of Maya,7900000,2,False,Documentary,2023,julho
2023-07-02,Films (English),6,Paw Patrol: The Movie,6400000,6,False,"Animation, Action, Adventure",2023,julho
2023-07-02,Films (English),7,Sniper: Assassin's End,5400000,1,False,"Action, Thriller",2023,julho
2023-07-02,Films (English),8,Ghosts of the Abyss,4900000,1,False,"Documentary, Family",2023,julho
2023-07-02,Films (English),9,Nimona,5500000,1,False,"Animation, Action, Adventure",2023,julho
2023-07-02,Films (English),10,Roald Dahl's Matilda The Musical,4900000,6,False,Kids,2023,julho
2023-07-02,Films (Non-English),1,Through My Window 2: Across the Sea,19400000,2,False,Romance,2023,julho
2023-07-02,Films (Non-English),2,Make Me Believe,16700000,2,False,"Comedy, Romance",2023,julho
2023-07-02,Films (Non-English),3,iNumber Number: Jozi Gold,9500000,2,False,"Action, Adventure, Crime",2023,julho
2023-07-02,Films (Non-English),4,Lust Stories 2,9300000,1,False,"Drama, Romance",2023,julho
2023-07-02,Films (Non-English),5,Through My Window,5000000,15,False,"Comedy, Drama, Romance",2023,julho
2023-07-02,Films (Non-English),6,King of Clones,2900000,1,False,Documentary,2023,julho
2023-07-02,Films (Non-English),7,A Beautiful Life,2600000,5,False,"Drama, Music, Romance",2023,julho
2023-07-02,Films (Non-English),8,Black Clover: Sword of the Wizard King,2300000,3,False,"Animation, Action, Adventure",2023,julho
2023-07-02,Films (Non-English),9,Afwaah,2300000,1,False,"Drama, Thriller",2023,julho
2023-07-02,Films (Non-English),10,You Do You,1800000,4,False,"Comedy, Romance",2023,julho
2023-07-02,TV (English),1,The Witcher,73000000,1,False,"Action, Adventure, Drama",2023,julho
2023-07-02,TV (English),2,Black Mirror,28000000,3,False,"Drama, Mystery, Sci-Fi",2023,julho
2023-07-02,TV (English),3,Catching Killers,12700000,2,False,"Documentary, Crime, Mystery",2023,julho
2023-07-02,TV (English),4,Glamorous,26100000,2,False,"Comedy, Drama",2023,julho
2023-07-02,TV (English),5,Our Planet,9900000,3,False,Documentary,2023,julho
2023-07-02,TV (English),6,Never Have I Ever,14200000,4,False,"Comedy, Drama",2023,julho
2023-07-02,TV (English),7,Suits,26200000,2,True,"Comedy, Drama",2023,julho
2023-07-02,TV (English),8,Muscles & Mayhem: An Unauthorized Story of American Gladiators,10100000,1,False,"Short, Comedy, Drama",2023,julho
2023-07-02,TV (English),9,Titans,21400000,1,False,"Action, Adventure, Crime",2023,julho
2023-07-02,TV (English),10,The Witcher,17200000,7,False,"Action, Adventure, Drama",2023,julho
2023-07-02,TV (Non-English),1,King the Land,24500000,3,True,"Comedy, Drama, Romance",2023,julho
2023-07-02,TV (Non-English),2,Sleeping Dog,19600000,2,False,"Crime, Drama, Mystery",2023,julho
2023-07-02,TV (Non-English),3,The Surrogacy,47500000,3,False,Drama,2023,julho
2023-07-02,TV (Non-English),4,Bloodhounds,20900000,4,False,"Action, Crime, Drama",2023,julho
2023-07-02,TV (Non-English),5,See You in My 19th Life,13900000,2,False,"Comedy, Drama, Fantasy",2023,julho
